10,2,2,0,Mid,-38.33598328,17.20211220,-9.52290154
11,2,2,0,Mid,-36.48701477,16.41954231,-9.27079105
12,2,2,0,Mid,-39.21286392,14.89571667,-10.55415440
13,2,2,0,Mid,-39.29677582,14.89647198,-11.81539726
14,2,2,0,Mid,-36.64440536,16.41249275,-9.29594135
15,2,2,0,Mid,-38.34594727,17.20848083,-8.23649120
16,2,2,0,Mid,-38.34597778,17.20847321,-8.23623371
17,2,2,0,Mid,-36.64440536,16.41246033,-9.29593563
18,2,2,0,Mid,-39.29674530,14.89645767,-11.81565285
19,2,2,0,Mid,-39.21287918,14.89565849,-10.55394268
20,2,2,0,Mid,-36.48701477,16.41945457,-9.27077675
21,2,2,0,Mid,-38.33596420,17.20204926,-9.52308655
22,2,2,0,Mid,-37.88315201,17.56417274,-6.80952406
23,2,2,0,Mid,-36.08296967,16.41502953,-9.60417843
24,2,2,0,Mid,-38.82901001,14.51317978,-12.93410778
25,2,2,0,Mid,-39.93318939,15.30087662,-8.78676224
26,2,2,0,Mid,-35.73287201,16.48978806,-10.24595165
27,2,2,0,Mid,-38.95302963,16.70374489,-10.31509209
28,2,2,0,Mid,-36.81580734,16.69997406,-5.21070910
29,2,2,0,Mid,-44.64742279,15.45468903,-10.43592358
30,2,2,0,Mid,-40.15578461,16.75617981,-13.70117664
1,2,3,0,Mid,-18.02995682,66.81105042,-13.56362915
2,2,3,0,Mid,-15.13785076,61.87036133,2.99614716
3,2,3,0,Mid,-5.54394579,66.96020508,20.35002518
4,2,3,0,Mid,-11.46010494,64.10423279,0.24941263
5,2,3,0,Mid,-11.76694202,66.05049896,3.21940732
6,2,3,0,Mid,-14.98363304,63.45786285,6.31370735
7,2,3,0,Mid,-14.62851429,63.39291763,-9.04827976
8,2,3,0,Mid,-12.08166122,65.76702118,3.33456111
9,2,3,0,Mid,-10.58956337,64.44276428,15.49626255
10,2,3,0,Mid,-10.90676975,64.41157532,5.27679348
11,2,3,0,Mid,-11.96195126,65.84309387,3.39368367
12,2,3,0,Mid,-14.47719193,63.45693588,1.11204994
13,2,3,0,Mid,-14.59817314,63.45922470,-3.99073172
14,2,3,0,Mid,-11.98113155,65.79969025,3.40675473
15,2,3,0,Mid,-10.77439213,64.45332336,10.36656952
16,2,3,0,Mid,-10.77440643,64.45333862,10.36665916
17,2,3,0,Mid,-11.98113155,65.79967499,3.40677881
18,2,3,0,Mid,-14.59816647,63.45920563,-3.99081302
19,2,3,0,Mid,-14.47719479,63.45692444,1.11216891
20,2,3,0,Mid,-11.96195412,65.84306335,3.39374089
21,2,3,0,Mid,-10.90676212,64.41155243,5.27678061
22,2,3,0,Mid,-10.58956909,64.44275665,15.49633884
23,2,3,0,Mid,-12.08165836,65.76699829,3.33461928
24,2,3,0,Mid,-14.62851238,63.39289856,-9.04828358
25,2,3,0,Mid,-14.98362541,63.45786667,6.31379366
26,2,3,0,Mid,-11.76691723,66.05048370,3.21943617
27,2,3,0,Mid,-11.46008968,64.10420227,0.24946053
28,2,3,0,Mid,-5.54395008,66.96022797,20.35010147
29,2,3,0,Mid,-15.13786697,61.87034988,2.99613500
30,2,3,0,Mid,-18.02994347,66.81101990,-13.56356239
